customer_id_,_Income__,device_id_,online_id_,store_id_,sku_code,item_id_,item_desc,Quantity_Ordered,Price_Each,Order_Date,payment_status,payment_mode_,Order_Status
Cust1498,956378,799822,0,0,2286,24,Wired Headphones,1,1700,2022-01-30,Completed ,CC,COMPLETED
Cust1089,823186,0,0,646324,1877,48,Wired Headphones,1,1700,2020-12-20,Completed ,CC,COMPLETED
Cust2402,394465,3061027,0,0,3190,11,Wired Headphones,1,1700,2019-07-21,Completed ,CC,COMPLETED
Cust2058,647835,3632408,0,0,2846,21,Wired Headphones,1,1700,2018-08-13,Completed ,CC,COMPLETED
Cust3663,172273,1869526,1977632,2503695,4451,50,Wired Headphones,1,1700,2018-08-30,Completed ,CC,COMPLETED
Cust1,179749,1251096,0,0,789,7,LG Washing Machine,1,1700,2018-01-01,Failed,UPI,NULL
Cust2912,631696,455691,0,0,3700,42,Macbook Pro Laptop,1,1700,2020-12-12,Completed ,CC,COMPLETED
Cust1,179749,1251096,0,0,789,9,Macbook Pro Laptop,1,1700,2018-01-01,Pending ,UPI,NULL
Cust3078,762774,1009204,0,0,3866,43,USB-C Charging Cable,1,1700,2021-05-26,Completed ,CC,COMPLETED
Cust3686,450178,726154,3648621,748451,4474,32,USB-C Charging Cable,1,1700,2018-09-22,Completed ,CC,COMPLETED
Cust1626,954516,3096650,0,0,2414,14,USB-C Charging Cable,1,1700,2022-06-07,Completed ,CC,COMPLETED
Cust2514,477483,3989446,0,0,3302,43,USB-C Charging Cable,1,1700,2019-11-10,Completed ,CC,COMPLETED
Cust3630,151043,2270386,3294007,1514002,4418,14,USB-C Charging Cable,1,1700,2018-07-28,Completed ,CC,COMPLETED
Cust4165,403639,3349171,3944293,2046527,4953,26,USB-C Charging Cable,1,1700,2021-01-10,Completed ,CC,COMPLETED
Cust927,982472,577120,0,0,1715,37,USB-C Charging Cable,1,1700,2020-07-11,Completed ,CC,COMPLETED
Cust1,179749,1251096,0,0,789,40,USB-C Charging Cable,1,1700,2018-01-01,Completed ,UPI,COMPLETED
Cust5026,558474,3313303,702650,2097202,5814,5,USB-C Charging Cable,1,1700,2018-11-20,Completed ,CC,COMPLETED
Cust2363,204675,529718,0,0,3151,30,USB-C Charging Cable,1,1700,2019-06-12,Completed ,CC,COMPLETED
Cust3038,405812,2480581,0,0,3826,27,USB-C Charging Cable,1,1700,2021-04-17,Completed ,CC,COMPLETED
Cust4265,828093,1549453,1673331,3256793,5053,46,USB-C Charging Cable,1,1700,2021-04-20,Completed ,CC,COMPLETED
Cust3902,121674,3821907,407447,1711207,4690,49,USB-C Charging Cable,1,1700,2020-04-23,Completed ,CC,COMPLETED
Cust2032,280112,1818104,0,0,2820,2,USB-C Charging Cable,1,1700,2018-07-18,Completed ,CC,COMPLETED
Cust4642,865898,3693298,2128547,1719673,5430,12,USB-C Charging Cable,1,1700,2022-05-02,Completed ,CC,COMPLETED
Cust6384,546217,1612498,1753880,326559,7172,20,USB-C Charging Cable,1,1700,2022-08-06,Completed ,CC,COMPLETED
Cust2124,708215,1253099,0,0,2912,30,USB-C Charging Cable,1,1700,2018-10-18,Completed ,CC,COMPLETED
Cust5136,503735,1048775,1156237,2557104,5924,20,USB-C Charging Cable,1,1700,2019-03-10,Completed ,CC,COMPLETED
Cust1908,279967,3177495,0,0,2696,28,USB-C Charging Cable,1,1700,2018-03-16,Completed ,CC,COMPLETED
Cust6030,955491,674026,394033,3258219,6818,46,USB-C Charging Cable,1,1700,2021-08-18,Completed ,CC,COMPLETED
Cust3458,445688,0,0,2421840,4246,1,USB-C Charging Cable,1,1700,2018-02-07,Completed ,CC,COMPLETED
Cust5527,233564,621182,2387097,2815841,6315,10,USB-C Charging Cable,1,1700,2020-04-04,Completed ,CC,COMPLETED
Cust2731,884372,0,0,3880541,3519,9,USB-C Charging Cable,1,1700,2020-06-14,Completed ,CC,COMPLETED
Cust2062,173614,765690,0,0,2850,9,USB-C Charging Cable,1,1700,2018-08-17,Completed ,CC,COMPLETED
Cust1333,740580,1139074,0,0,2121,5,USB-C Charging Cable,1,1700,2021-08-20,Completed ,CC,COMPLETED
Cust5715,316514,2182019,3775047,2975488,6503,44,USB-C Charging Cable,1,1700,2020-10-08,Completed ,CC,COMPLETED
Cust5909,682116,2860364,1369262,3861575,6697,49,AA Batteries (4-pack),1,1700,2021-04-19,Completed ,CC,COMPLETED
Cust1415,161761,2653225,0,0,2203,24,AA Batteries (4-pack),1,1700,2021-11-09,Completed ,CC,COMPLETED
Cust4886,341648,2985746,137501,404597,5674,17,AA Batteries (4-pack),1,1700,2018-07-04,Completed ,CC,COMPLETED
Cust3003,961981,1370794,0,0,3791,36,AA Batteries (4-pack),1,1700,2021-03-13,Completed ,CC,COMPLETED
Cust6416,884685,242587,981421,2099356,7204,46,AA Batteries (4-pack),1,1700,2022-09-07,Completed ,CC,COMPLETED
Cust5530,504968,1300609,515013,1235161,6318,21,AA Batteries (4-pack),1,1700,2020-04-07,Completed ,CC,COMPLETED
Cust2447,397048,3189861,0,0,3235,6,AA Batteries (4-pack),1,1700,2019-09-04,Completed ,CC,COMPLETED
Cust3109,665587,2314410,0,0,3897,24,AA Batteries (4-pack),1,1700,2021-06-26,Completed ,CC,COMPLETED
Cust5716,323340,1560846,3646744,316113,6504,9,AA Batteries (4-pack),1,1700,2020-10-09,Completed ,CC,COMPLETED
Cust1311,669350,1703623,0,0,2099,16,AA Batteries (4-pack),1,1700,2021-07-29,Completed ,CC,COMPLETED
Cust2645,230804,0,0,741727,3433,26,AA Batteries (4-pack),1,1700,2020-03-20,Completed ,CC,COMPLETED
Cust4283,747556,979556,3400149,1918806,5071,46,AA Batteries (4-pack),1,1700,2021-05-08,Completed ,CC,COMPLETED
Cust2113,248003,223592,0,0,2901,16,AA Batteries (4-pack),1,1700,2018-10-07,Completed ,CC,COMPLETED
Cust256,990231,2971192,0,0,1044,17,AA Batteries (4-pack),2,1700,2018-09-13,Completed ,CC,COMPLETED
Cust5353,457332,882742,964576,581966,6141,22,AA Batteries (4-pack),1,1700,2019-10-13,Completed ,CC,COMPLETED
Cust3036,274740,3803532,0,0,3824,7,AA Batteries (4-pack),1,1700,2021-04-15,Completed ,CC,COMPLETED
Cust4611,549424,3821128,489656,3570596,5399,45,AA Batteries (4-pack),1,1700,2022-04-01,Completed ,CC,COMPLETED
Cust5357,656977,3897204,473278,3326512,6145,9,AA Batteries (4-pack),1,1700,2019-10-17,Completed ,CC,COMPLETED
Cust5558,829592,1035229,2514141,2999603,6346,17,27in 4K Gaming Monitor,1,1700,2020-05-05,Completed ,CC,COMPLETED
Cust2863,954225,3232760,0,0,3651,46,27in 4K Gaming Monitor,1,1700,2020-10-24,Completed ,CC,COMPLETED
Cust4461,903183,1926534,152012,330101,5249,26,27in 4K Gaming Monitor,1,1700,2021-11-02,Completed ,CC,COMPLETED
Cust4196,125860,2405057,3137893,3722360,4984,27,27in 4K Gaming Monitor,1,1700,2021-02-10,Completed ,CC,COMPLETED
Cust2311,188920,2772814,0,0,3099,30,27in 4K Gaming Monitor,1,1700,2019-04-21,Completed ,CC,COMPLETED
Cust1302,226962,3131942,0,0,2090,16,27in 4K Gaming Monitor,1,1700,2021-07-20,Completed ,CC,COMPLETED
Cust4215,945714,1565685,1045364,1983221,5003,16,27in 4K Gaming Monitor,1,1700,2021-03-01,Completed ,CC,COMPLETED
Cust3056,827877,3180923,0,0,3844,11,27in 4K Gaming Monitor,1,1700,2021-05-04,Completed ,CC,COMPLETED
Cust5416,505936,2590058,1886907,861149,6204,30,34in Ultrawide Monitor,1,1700,2019-12-15,Completed ,CC,COMPLETED
Cust4660,781612,2801963,1591125,3397835,5448,43,34in Ultrawide Monitor,1,1700,2022-05-20,Completed ,CC,COMPLETED
Cust5731,216960,3376982,2014362,837752,6519,21,34in Ultrawide Monitor,1,1700,2020-10-24,Completed ,CC,COMPLETED
Cust5009,652052,3613876,3064948,2696046,5797,32,34in Ultrawide Monitor,1,1700,2018-11-03,Completed ,CC,COMPLETED
Cust5110,170694,696572,498415,255079,5898,8,34in Ultrawide Monitor,1,1700,2019-02-12,Completed ,CC,COMPLETED
Cust1008,568272,3080952,0,0,1796,1,AAA Batteries (4-pack),1,1700,2020-09-30,Completed ,CC,COMPLETED
Cust6267,544923,3701201,1794825,3452954,7055,42,AAA Batteries (4-pack),1,1700,2022-04-11,Completed ,CC,COMPLETED
Cust1737,109318,1204873,0,0,2525,25,AAA Batteries (4-pack),1,1700,2022-09-26,Completed ,CC,COMPLETED
Cust3415,684659,0,0,3696988,4203,44,AAA Batteries (4-pack),1,1700,2022-04-26,Completed ,CC,COMPLETED
Cust917,114952,3308134,0,0,1705,10,AAA Batteries (4-pack),1,1700,2020-07-01,Completed ,CC,COMPLETED
Cust4559,546063,2493110,514179,3893538,5347,36,AAA Batteries (4-pack),1,1700,2022-02-08,Completed ,CC,COMPLETED
Cust314,696886,2935379,0,0,1102,19,AAA Batteries (4-pack),1,1700,2018-11-09,Completed ,CC,COMPLETED
Cust4859,358818,1722765,1923063,798928,5647,38,AAA Batteries (4-pack),1,1700,2018-06-07,Completed ,CC,COMPLETED
Cust1406,726181,1219751,0,0,2194,10,AAA Batteries (4-pack),1,1700,2021-10-31,Completed ,CC,COMPLETED
Cust3228,794991,3119290,0,0,4016,48,AAA Batteries (4-pack),1,1700,2021-10-23,Completed ,CC,COMPLETED
Cust5429,965389,3626710,922329,3033112,6217,42,AAA Batteries (4-pack),1,1700,2019-12-28,Completed ,CC,COMPLETED
Cust4194,158371,3105062,1945266,2905606,4982,9,AAA Batteries (4-pack),1,1700,2021-02-08,Completed ,CC,COMPLETED
Cust3127,112908,419074,0,0,3915,32,AAA Batteries (4-pack),1,1700,2021-07-14,Completed ,CC,COMPLETED
Cust1369,838462,2692857,0,0,2157,48,AAA Batteries (4-pack),1,1700,2021-09-25,Completed ,CC,COMPLETED
Cust309,502574,3955082,0,0,1097,13,AAA Batteries (4-pack),1,1700,2018-11-04,Completed ,CC,COMPLETED
Cust4657,691691,2457635,2575798,3113035,5445,23,AAA Batteries (4-pack),1,1700,2022-05-17,Completed ,CC,COMPLETED
Cust4362,485516,3915286,3090867,1232037,5150,40,AAA Batteries (4-pack),1,1700,2021-07-26,Completed ,CC,COMPLETED
Cust4492,212919,740919,558393,519467,5280,50,AAA Batteries (4-pack),1,1700,2021-12-03,Completed ,CC,COMPLETED
Cust2411,597621,233797,0,0,3199,48,Apple Airpods Headphones,1,1700,2019-07-30,Completed ,CC,COMPLETED
Cust2800,230128,3289829,0,0,3588,19,Apple Airpods Headphones,1,1700,2020-08-22,Completed ,CC,COMPLETED
Cust2672,822389,0,0,3225559,3460,22,Apple Airpods Headphones,1,1700,2020-04-16,Completed ,CC,COMPLETED
Cust5733,689688,716614,2091793,2549450,6521,19,Apple Airpods Headphones,1,1700,2020-10-26,Completed ,CC,COMPLETED
Cust1662,541287,409300,0,0,2450,18,Apple Airpods Headphones,1,1700,2022-07-13,Completed ,CC,COMPLETED
Cust3848,853403,2376104,2733234,340624,4636,38,Apple Airpods Headphones,1,1700,2020-03-01,Completed ,CC,COMPLETED
Cust1401,105206,1768027,0,0,2189,6,Apple Airpods Headphones,1,1700,2021-10-26,Completed ,CC,COMPLETED
Cust1930,431366,332032,0,0,2718,27,Apple Airpods Headphones,1,1700,2018-04-07,Completed ,CC,COMPLETED
Cust944,771516,2080656,0,0,1732,6,Lightning Charging Cable,1,1700,2020-07-28,Completed ,CC,COMPLETED
Cust4710,806375,1786075,748197,1240209,5498,46,Lightning Charging Cable,1,1700,2018-01-19,Completed ,CC,COMPLETED
Cust3779,959015,2065433,3495455,2280927,4567,3,Lightning Charging Cable,1,1700,2019-12-23,Completed ,CC,COMPLETED
Cust5768,189014,3297076,510233,727216,6556,36,Lightning Charging Cable,1,1700,2020-11-30,Completed ,CC,COMPLETED
Cust4180,790509,3318443,2112240,3285110,4968,38,Lightning Charging Cable,1,1700,2021-01-25,Completed ,CC,COMPLETED
Cust6085,824458,3792583,799344,3032860,6873,26,Lightning Charging Cable,1,1700,2021-10-12,Completed ,CC,COMPLETED
Cust224,483252,705588,0,0,1012,38,Lightning Charging Cable,1,1700,2018-08-12,Completed ,CC,COMPLETED
Cust5157,991898,2206894,1843119,330949,5945,1,Lightning Charging Cable,1,1700,2019-03-31,Completed ,CC,COMPLETED
Cust5542,563838,3199472,947982,1352366,6330,7,Lightning Charging Cable,1,1700,2020-04-19,Completed ,CC,COMPLETED
Cust6389,657295,2609873,1639423,3408349,7177,26,Lightning Charging Cable,1,1700,2022-08-11,Completed ,CC,COMPLETED
Cust2799,608304,334970,0,0,3587,23,Lightning Charging Cable,1,1700,2020-08-21,Completed ,CC,COMPLETED
Cust3912,379353,2346220,319020,1404028,4700,9,Lightning Charging Cable,1,1700,2020-05-03,Completed ,CC,COMPLETED
Cust6262,631686,1114763,1056201,3945688,7050,9,Lightning Charging Cable,1,1700,2022-04-06,Completed ,CC,COMPLETED
Cust5690,258674,3993155,3456455,2658577,6478,23,Lightning Charging Cable,1,1700,2020-09-13,Completed ,CC,COMPLETED
Cust2165,781796,3358246,0,0,2953,2,Lightning Charging Cable,1,1700,2018-11-27,Completed ,CC,COMPLETED
Cust5732,318177,3877707,1807748,2553158,6520,50,Lightning Charging Cable,1,1700,2020-10-25,Completed ,CC,COMPLETED
Cust2074,111166,2248193,0,0,2862,8,Lightning Charging Cable,1,1700,2018-08-29,Completed ,CC,COMPLETED
Cust2792,701799,2110481,0,0,3580,18,Lightning Charging Cable,1,1700,2020-08-14,Completed ,CC,COMPLETED
Cust4485,247816,190534,1855339,1224241,5273,5,Lightning Charging Cable,1,1700,2021-11-26,Completed ,CC,COMPLETED
Cust2944,742750,3829914,0,0,3732,28,Lightning Charging Cable,1,1700,2021-01-13,Completed ,CC,COMPLETED
Cust3290,476631,3661713,0,0,4078,49,Lightning Charging Cable,1,1700,2021-12-23,Completed ,CC,COMPLETED
Cust1789,716475,103084,0,0,2577,33,Lightning Charging Cable,1,1700,2022-11-17,Completed ,CC,COMPLETED
Cust6067,850675,2321845,3646611,3107017,6855,34,Lightning Charging Cable,1,1700,2021-09-24,Completed ,CC,COMPLETED
Cust1431,142147,3140705,0,0,2219,29,Lightning Charging Cable,1,1700,2021-11-25,Completed ,CC,COMPLETED
Cust4253,600666,2034835,2301367,3875855,5041,15,Bose SoundSport Headphones,1,1700,2021-04-08,Completed ,CC,COMPLETED
Cust3807,160485,1665589,271771,3242950,4595,33,Bose SoundSport Headphones,1,1700,2020-01-20,Completed ,CC,COMPLETED
Cust5862,765085,3620835,1838490,1651129,6650,48,Bose SoundSport Headphones,1,1700,2021-03-04,Completed ,CC,COMPLETED
Cust3293,947987,2829903,0,0,4081,34,Bose SoundSport Headphones,1,1700,2021-12-26,Completed ,CC,COMPLETED
